# Dump Cloned {
Points:
96952.1796875 89820.171875 0
97048.0546875 103437.453125 0
97203.90625 89687.65625 0
92445.1328125 100399.367188 0
95770.0234375 97525.734375 0
95238.8046875 98164.1171875 0
95340.0078125 94026.5 0
95012.7890625 98083.515625 0
95511.84375 94406.2890625 0
96981.6953125 103544.6875 0
93337.6484375 100183.703125 0
93506.6171875 100179.40625 0
93114.28125 100264.960938 0
95623.140625 94653.5078125 0
97322.7265625 89686.3515625 0
97403.8828125 89697.9765625 0
92445.9375 100584.445312 0
96498.4296875 103521.34375 0
95875.828125 95272.7734375 0
96010.4921875 97686.3046875 0
95577.046875 94483.8203125 0
97514.453125 89684.7734375 0
96146.59375 104441.578125 0
96862.8203125 91899.1484375 0
92504.21875 100672.679688 0
95433.296875 94139.1640625 0
96343.7265625 103622.828125 0
95939.4453125 97552.125 0
97554.5390625 89933.78125 0
92631.5 100654.476562 0
95006.1953125 97982.609375 0
97349.4921875 93485.109375 0
96503.25 103385.085938 0
95497.0078125 94304.6015625 0
92731.2109375 100646.398438 0
95192.109375 98072.546875 0
95925.8046875 95372.3359375 0
95841.046875 97412.1328125 0
95847.328125 95156.2265625 0
92992.4375 100305.976562 0
93213.6796875 100300.34375 0
92808.78125 99784.5 0
92372.828125 99705.5 0
95428.6484375 98179.0625 0
96201.125 97097.59375 0
95721.4375 94690.953125 0
97429.0234375 101713.359375 0
98309.6953125 101254.1875 0
98280.265625 101248.8125 0
98330.3984375 101023.40625 0
98319.1484375 101043.476562 0
98330.1484375 101096.578125 0
98909.0078125 100867.070312 0
98908.21875 100897.4375 0
98892.515625 100914.171875 0
98862.265625 100916.90625 0
98870.3828125 101022.476562 0
98888.375 101074.796875 0
96336.125 104850.328125 0
98925.015625 100583.539062 0
98912.171875 100600.304688 0
98891.3203125 100610.765625 0
98659.7421875 100452.140625 0
98911.5078125 100681.515625 0
98913.1953125 100710.9375 0
98922.15625 100746.960938 0
98907.8828125 100763.695312 0
98917.7578125 100296.546875 0
98907.40625 100313.234375 0
98913.7734375 100340.59375 0
98903.0390625 100357.242188 0
98925.4921875 100395.90625 0
98914.28125 100412.65625 0
98902.921875 100429.3125 0
98794.2578125 100574.539062 0
98398.109375 100152.09375 0
98379.640625 100671.820312 0
98903.296875 99914.3203125 0
98896.40625 99930.734375 0
98889.3671875 99947.0859375 0
98912.7109375 100016.921875 0
98904.921875 100033.414062 0
98889.609375 100087.015625 0
98077.65625 100815.625 0
97039.5390625 103823.328125 0
97663.03125 103556.757812 0
98503.46875 100162.65625 0
98164.1328125 100491.296875 0
98557.2421875 100346.492188 0
98530.7890625 100825.929688 0
96243.703125 103844.851562 0
98938.4765625 100190.492188 0
98699.25 97855.5625 0
98648.0546875 100297.234375 0
96971.2734375 103368.03125 0
98924.9609375 98055.7265625 0
98104.03125 97149.2734375 0
98111.8203125 97175.25 0
98186.9453125 96364.0625 0
98213.8671875 96363.453125 0
98284.3671875 96251.265625 0
98312.4375 96251.578125 0
98518.5546875 95817.1640625 0
98554.4296875 95810.375 0
98100.9921875 96943.25 0
98111.2578125 96969.53125 0
98117.03125 97004.9375 0
98122.2578125 97040.2890625 0
98009.0625 96277.4609375 0
98032.9921875 96284.5546875 0
98059.828125 96282.3125 0
98080.65625 96299.375 0
98531.2578125 95945.421875 0
98513.7265625 96057.7578125 0
97973.515625 97505.125 0
98061.046875 94027.6328125 0
98108.203125 94015.71875 0
98151.859375 94023.890625 0
98041.1875 95585.8203125 0
98173.46875 96810.6171875 0
98381.9609375 96153.6796875 0
98031.7109375 95855.8984375 0
97939.8671875 96200.46875 0
98772.1328125 100672.375 0
98084.2421875 95482.0703125 0
98927.71875 97683.09375 0
98026.6484375 97416.6796875 0
98298.328125 97759.203125 0
95127.6640625 98244.90625 0
98549.890625 96197.2421875 0
97523.75 89826.4453125 0
95338.7265625 98344.9296875 0
98607.7578125 96095.515625 0
98317.578125 96622.59375 0
98191.7890625 97243.6796875 0
98254.6328125 94028.1640625 0
97954.15625 95252.296875 0
98147.390625 95567.8125 0
97025.078125 90053.84375 0
98236.90625 94126.8125 0
98556.375 96304.5078125 0
98555.40625 96341.515625 0
98295.4609375 97218.1328125 0
95171.8359375 97495.34375 0
98484.9609375 96467.1171875 0
94945.21875 94018.875 0
95275.1875 97634.5625 0
95241.046875 97608.25 0
95226.40625 97586.984375 0
95161.078125 96884.59375 0
98246.8203125 94258.3515625 0
98446.484375 97146.6875 0
98512.9609375 97119.953125 0
98538.3203125 97121.8984375 0
98208.53125 97364.921875 0
95294.390625 94563.59375 0
95172.4609375 97757.171875 0
95184.4765625 97742.21875 0
95226.3046875 97731.6875 0
98001.296875 95127.265625 0
98125.59375 95376.84375 0
98173.0859375 95672.6171875 0
98637.6640625 97142.578125 0
98671.625 97142.7578125 0
95046.078125 97812.3203125 0
95077.25 97797.203125 0
95052.59375 96895.5078125 0
98245.0078125 94427.5703125 0
98325.359375 95414.2734375 0
98102.8671875 95940.921875 0
98252.828125 95520.203125 0
98250.515625 95575.265625 0
98473.4453125 96590.78125 0
98777.96875 97150.671875 0
98600.375 97243.984375 0
98347.3828125 97364.7265625 0
94940.484375 97851.8515625 0
98891.6796875 97157.609375 0
98150.6328125 97460.2109375 0
97583.1328125 90041.03125 0
98579.28125 96536.5390625 0
98476.734375 97343.3203125 0
95086.5 93997.3671875 0
98274.8046875 96800.65625 0
98229.3046875 94570.546875 0
98444.7578125 95332.625 0
95013.359375 96997.203125 0
98906.171875 97263.6875 0
98909.375 97280.1328125 0
98171.1171875 95819.703125 0
98554.6015625 96655.65625 0
98390.9921875 96773.0234375 0
98217.7890625 94714.2890625 0
98415.90625 97248.921875 0
98880.4765625 97390.2421875 0
98801.5625 97261.6640625 0
95043.2109375 97120.09375 0
95015.359375 97099.359375 0
98463.7578125 95465.6171875 0
94139.6640625 94741.3984375 0
98564.2265625 96762.0546875 0
98530.8671875 96788.21875 0
95174.5625 97164.1953125 0
95140.5859375 94326.1328125 0
98301.140625 95730.6640625 0
93681.640625 94674.6875 0
97623.875 89849.3359375 0
98706.7109375 96797.65625 0
93466.3203125 94791.3984375 0
93536.6796875 94793.703125 0
98460.0859375 95611.8359375 0
98663.4140625 96666.90625 0
93160.8671875 94777.8515625 0
93232.34375 94775.4140625 0
93329.0703125 94789.84375 0
98847.3828125 96794.078125 0
98810.171875 96815.7734375 0
98445.7265625 96881.1796875 0
98506.890625 96886.09375 0
92928.03125 94764.34375 0
92965.390625 94738.6953125 0
98166.046875 94955.265625 0
92771.390625 94824.5078125 0
93375.1328125 95093.8984375 0
93577.0078125 95161.3984375 0
98229.8125 94827.1953125 0
98428.265625 96251.4609375 0
93303.6796875 95219.953125 0
93264.921875 95161.7265625 0
93197.078125 94962.6328125 0
93228.46875 95321.578125 0
92643.1484375 94797.515625 0
93278.171875 95025.2265625 0
93037.53125 94859.015625 0
92728.796875 95194.046875 0
98206.2265625 95927.015625 0
92434.1953125 95225.4765625 0
92429.8671875 95178.546875 0
92557.0703125 95180.65625 0
92396.8671875 95327.046875 0
93134.34375 95056.1640625 0
98099.0546875 95070.4296875 0
98432.71875 95746.5390625 0
98351.6171875 96962.765625 0
92357.40625 95439.484375 0
92279.9375 95503.3671875 0
92602.78125 95465.75 0
92289.8828125 95326.3046875 0
92861.3828125 95259.8671875 0
97984.8828125 95353.109375 0
92336.59375 95605.6015625 0
92708.6484375 95495.9375 0
92986.3984375 94975.2578125 0
93475.2890625 95156.1015625 0
98351.3203125 95823.96875 0
93120.0703125 95340.4140625 0
92350.0546875 95718.2421875 0
92419.0078125 95519.9453125 0
92460.4765625 95445.0390625 0
94933.4765625 96353.8671875 0
93736.6796875 96115.8984375 0
92445.7578125 95838.1796875 0
92450.8984375 95713.890625 0
92439.984375 95626.984375 0
92814.90625 95530.75 0
97694.4140625 89688.859375 0
92878.5703125 94963.59375 0
98313.6640625 96353.265625 0
93076.1796875 94723.8828125 0
98636.1484375 96880.0703125 0
93007.359375 95289.8125 0
98219 96967.203125 0
98508.5859375 97016.046875 0
98467.140625 97451.8515625 0
98292.8671875 97453.9609375 0
98692.34375 96551.875 0
98586.8828125 97468.0390625 0
98705.9765625 97534.046875 0
98515.84375 100486 0
98114.4140625 101115.585938 0
98080.453125 100915.695312 0
98072.1875 97535.796875 0
95004.1796875 96455.7890625 0
93402.375 96121.671875 0
93614.6640625 96121.171875 0
98113.8984375 96063.0703125 0
98109.9765625 96077.109375 0
95967.1875 96556.546875 0
93506.9765625 96129.8046875 0
92342.7578125 94652.7890625 0
98061.6328125 95245.1484375 0
94989.9375 96558.5546875 0
92288.7578125 96029.515625 0
95831.7734375 96583.203125 0
92961.21875 96089.4609375 0
92538.109375 94709.8359375 0
92422.734375 96141.0546875 0
92356.21875 95890.953125 0
98434.1796875 95891.53125 0
92516.4453125 96234.1953125 0
97337.4296875 93382.6484375 0
98229.2109375 95042.5234375 0
98647.5625 95848.6484375 0
98766.34375 95826.3515625 0
92610.5234375 95984.1640625 0
92789.9375 96031.046875 0
98845.1328125 95915.359375 0
92488.09375 94833.59375 0
92250.9296875 94718.9765625 0
92610.7265625 94615.375 0
98201.2421875 95167.171875 0
98365.8046875 95518.640625 0
98628.890625 95981.3515625 0
98680.1171875 95990.546875 0
92562.65625 96388.1484375 0
92500.5234375 96352.5390625 0
92726.234375 94672.2578125 0
97800.96875 89681.1328125 0
92636.7890625 94913.7578125 0
92428.1484375 94727.390625 0
92682.578125 95313.0625 0
92732.703125 94944.7421875 0
92902.6484375 95360.1328125 0
98235.59375 95306.9375 0
97913.375 89679.3984375 0
95446.203125 90057.015625 0
98332.46875 95228.0078125 0
98354.1953125 95236.171875 0
98489.2734375 95236.9453125 0
98016.46875 89684.921875 0
95179.296875 89695.8828125 0
98119.2578125 89671.4921875 0
95038.2890625 89707.0390625 0
95178.015625 89918.9296875 0
95272.921875 89906.96875 0
95115.2890625 89776.578125 0
97041.375 90389.640625 0
97084.40625 90240.3125 0
97224.484375 89894.8515625 0
98227.3046875 89672.453125 0
95191.0625 90082.4921875 0
95309.234375 90146.390625 0
97100.2109375 89794.5 0
97420.75 93677.65625 0
94903.6640625 89704.265625 0
94942.25 89667.28125 0
94976.859375 90025.734375 0
95023.859375 90017.0625 0
98245.046875 96080.3671875 0
98228.1796875 96083.765625 0
98247.40625 96121.578125 0
98237.453125 96131.859375 0
94802.46875 89691.5078125 0
94918.359375 89837.875 0
98170.03125 96542.671875 0
98111.1328125 96486.203125 0
98197.1953125 96639.140625 0
98704.578125 97410.8125 0
98314.609375 97056.1796875 0
98108.984375 97308.8125 0
98341.171875 89669.453125 0
98379.4765625 89764.25 0
97581.3828125 92660.5859375 0
94686.3515625 89708.5546875 0
98402.3046875 89862.4609375 0
98420.4140625 89951.5546875 0
97413.6796875 93261.9296875 0
96168.8515625 94031.8515625 0
96165.6796875 94018.9921875 0
94510.5859375 89695.4453125 0
94561.984375 89691.9921875 0
94405.6875 89746.359375 0
97466.75 93081.5 0
94984.8046875 90841.7578125 0
98436.59375 90061.7265625 0
97541.9140625 92888.703125 0
94886.1015625 90739.703125 0
98407.359375 90174.8984375 0
98434.734375 90215.9140625 0
94202.8671875 89703.6328125 0
98426.96875 90409.625 0
97583.6796875 92795.9765625 0
96041.2890625 94024.015625 0
96062.859375 94022.5625 0
94013.078125 89704.0625 0
94053.09375 89678.6796875 0
98442.25 90536.6953125 0
94001.515625 89908.2578125 0
93911.5078125 89691.5234375 0
94305.1484375 89704.734375 0
95900.40625 94047.6953125 0
95891.7890625 94037.109375 0
95843.7265625 94020.3203125 0
95855.1171875 94012.265625 0
93670.2578125 89725.3125 0
93779.546875 89794.171875 0
93771.7890625 89701.3828125 0
93694.359375 90164.734375 0
93383.6796875 89708.4296875 0
94379.4921875 90883.90625 0
94322 90751.03125 0
93549.6015625 89679.75 0
94136.796875 90092.609375 0
93005.4921875 89701.7265625 0
93057.21875 89682.34375 0
93141.7890625 89701.2421875 0
93193.25 89683.28125 0
97653.359375 89949.3828125 0
98417.8828125 90657.9765625 0
98439.828125 90689.15625 0
97510.25 92991.0703125 0
95625.8046875 94050.1796875 0
95526.0625 94036.2109375 0
98384.671875 94018.265625 0
98475.0390625 94028.3125 0
95735.015625 94102.3125 0
96332.515625 93405.3515625 0
96229.8515625 93282.3515625 0
95977.0390625 94115.6328125 0
96058.8828125 93095.953125 0
98422.1015625 90830.9609375 0
92887.703125 89682.4609375 0
94212 90211.578125 0
95605.734375 94179.59375 0
95603.9921875 94168.1171875 0
96136.7890625 93201.6171875 0
94844.015625 90637.140625 0
93558.8125 90631.15625 0
93580.703125 90594.90625 0
92762.4609375 89702.3203125 0
98412.7734375 90937.7109375 0
98434.328125 90959.796875 0
93512.296875 90738.59375 0
93411.3828125 90410.171875 0
96054.9609375 93275.25 0
96059.9609375 93267.46875 0
96048.34375 93248.6953125 0
93358.5390625 90780.8046875 0
93272.1484375 90651.234375 0
93331.21875 90292.6015625 0
95849.328125 92939.1953125 0
93129.765625 90688.546875 0
93101.328125 90551.1015625 0
92827.75 90255.71875 0
95503.9140625 92649.8125 0
92818.140625 90452.484375 0
92878.328125 90442.0625 0
92816.03125 89806.8359375 0
93252.28125 90786.203125 0
98405.2734375 91113.6953125 0
98428.359375 91126.59375 0
92989.375 90586.03125 0
93458.109375 89986.2109375 0
97599.4921875 89739.359375 0
97619.609375 92559.671875 0
93510.0703125 90514.1484375 0
98419.265625 91261.40625 0
92814.6015625 90607.9609375 0
92833.625 90566.3671875 0
96067.5625 93375.796875 0
94746.890625 92189.3515625 0
94759.921875 92170.5625 0
96380.859375 93507.78125 0
96382.140625 93503.15625 0
94821.8203125 92280.3828125 0
94833.875 92262.203125 0
93069.8828125 90452.4296875 0
92861.1328125 90825.6640625 0
92877.5078125 90784.6015625 0
92845.484375 90708.7109375 0
93411.2265625 90618.203125 0
93437.578125 90587.6875 0
94755.71875 92361.640625 0
94835.9375 92382.2734375 0
95323.0859375 92524.4375 0
93380.1796875 89871.5703125 0
94061.6953125 90004.1875 0
95159.4453125 92465.984375 0
94932.8046875 92349.9765625 0
92727.5234375 90819.828125 0
98430.421875 91369.203125 0
94632.5859375 92434.375 0
94623.5703125 92405.984375 0
94271.9609375 89840.015625 0
98427.015625 91470.1015625 0
97741.3515625 92405.8984375 0
96212.4453125 93472 0
95750.28125 92953.3828125 0
96099.8515625 93474.3984375 0
95008.734375 92644.34375 0
94997.09375 92620.0390625 0
95398.4375 92590.9609375 0
92626.265625 90833.1484375 0
92287.2734375 91586.515625 0
93182.296875 90170.5390625 0
98431.9765625 91584.953125 0
98434.828125 91613.5859375 0
92424.375 91771.4453125 0
92466.71875 91742.90625 0
92368.984375 91661.7421875 0
92419.8125 91956.4453125 0
92460.59375 91926.53125 0
92463.5234375 91884.796875 0
92406.3671875 90783.8125 0
92428.78125 90744.7578125 0
98430.7890625 91717.828125 0
92446.734375 92134.9375 0
92466.671875 92098.8359375 0
92467.640625 92057.6015625 0
92745.0078125 91032.6640625 0
92448.875 92297.765625 0
92457.3671875 92258.9765625 0
93941.828125 92745.8671875 0
93936.078125 92718.3125 0
93950.296875 92694.0234375 0
92408.2890625 90929.8828125 0
92428.3125 90890.6328125 0
92546.0078125 90902.828125 0
98412.546875 91848.1328125 0
92440.203125 92421.1484375 0
92829.3515625 89911.0078125 0
95030.5546875 92495.515625 0
92441.734375 91057.25 0
94032.9296875 90494.265625 0
92649.6484375 90987.625 0
98426.59375 91950.4765625 0
93746.796875 90250.046875 0
97942.828125 92329 0
92453.5546875 91162.2578125 0
92862.796875 90012.0078125 0
92347.34375 91213.4765625 0
93527.984375 90090.953125 0
97713.609375 92505.1328125 0
98420.9921875 92056.0078125 0
96840.34375 91512.453125 0
96867.546875 91708.3359375 0
97850.84375 92428.7734375 0
95971.0078125 91832.7421875 0
92811.359375 91110.1171875 0
98424.4453125 92165.6640625 0
98421.0234375 92181.734375 0
98417.4140625 92197.703125 0
92277.2109375 91332.0703125 0
92271.0625 91284.3125 0
92307.796875 91111.109375 0
92549.5703125 91062.1484375 0
97961.484375 92450.0390625 0
98371.53125 92314.5390625 0
96446.640625 90032.3671875 0
98172.03125 92460.2578125 0
98417.5390625 92413.6171875 0
98379.984375 92431.1328125 0
98391.5859375 92440.0546875 0
98031.6953125 92534.2109375 0
98022.1171875 92542.28125 0
93022.4140625 90691.953125 0
97823.7265625 92575.4765625 0
98290.1953125 92500.875 0
96328.2109375 90082.578125 0
96349.1171875 90075.21875 0
97922.21875 92596.609375 0
97930.9765625 92604.7734375 0
97929.8203125 92611.3046875 0
97928.59375 92617.828125 0
96756.1953125 91354.4375 0
96737.0390625 91286.3203125 0
96274.6328125 90314.15625 0
96292.515625 90305.625 0
96272.7734375 90215.5234375 0
96647.84375 89945.296875 0
97981.765625 92706.03125 0
96225.203125 90094.109375 0
98399.0625 92540.2265625 0
98397.1796875 92549.8203125 0
98395.21875 92559.3984375 0
96156.671875 90328.0859375 0
96173.9140625 90317.9765625 0
98027.578125 92826.453125 0
95629.2578125 89680.3828125 0
96022.8828125 90235.390625 0
95500.4921875 89663.2734375 0
95950.1796875 90129.3515625 0
95963.6640625 90361.203125 0
98298.265625 92604.4296875 0
95572 89778.171875 0
96569.453125 89686.8828125 0
98400.90625 92659.3203125 0
98387.5234375 92662.5625 0
95516.8203125 90168.9765625 0
95877.8125 90309.75 0
96908.1328125 89915.3515625 0
98175.1484375 92567.1796875 0
95723.921875 89918.1640625 0
95058.3671875 90128.4140625 0
95821.09375 90222.0078125 0
95831.3515625 90074.7265625 0
94129.640625 89784.921875 0
95337.515625 90038.140625 0
95714.578125 90153.0078125 0
96131.578125 90043.3203125 0
94269.9453125 90298.5546875 0
92864.8671875 90120.2265625 0
94678.1015625 89917.5703125 0
94820.1171875 89978.53125 0
92636.2890625 89905.3984375 0
96046.6796875 89979.0390625 0
96378.8203125 91468.328125 0
96369.7265625 91457.5859375 0
94527.9375 89858.8203125 0
94091.890625 90770.5859375 0
92592.15625 90132.234375 0
92367.6640625 91422.4765625 0
92367.6015625 91377.796875 0
92718.421875 90144.5 0
96919.6953125 90026.609375 0
93142 90808.375 0
94834.8671875 90835.234375 0
95996.8125 90457.03125 0
92978.0859375 90799.375 0
95646.2421875 90264.5859375 0
92663.1484375 89673.28125 0
95848.1640625 89892.1796875 0
98453.7734375 89677.6640625 0
95729.4296875 89800.859375 0
93282.9453125 90147.515625 0
96781.3671875 89820.9765625 0
92511.078125 89873.0546875 0
96058.515625 90112.4453125 0
94881.9296875 90057.421875 0
93676.1328125 89825.4453125 0
96139.453125 90181.1953125 0
95934.6015625 90004.125 0
93414.1640625 90198.8984375 0
93561.4140625 90221.1328125 0
93579.640625 89787.9375 0
93297.15625 90435.28125 0
95417.109375 89718.9375 0
92967.15625 90395.3203125 0
95739.6015625 90355.15625 0
93168.109375 90418.3671875 0
92244.7734375 92653.84375 0
92239.5859375 92605.21875 0
92411.75 89837.9296875 0
96267.40625 91452.703125 0
96235.34375 91453.8125 0
96230.9765625 91443.15625 0
96170.8828125 91454.46875 0
96157.1796875 91446.8359375 0
96096.6875 91456.53125 0
96092.3046875 91444.65625 0
92261.4609375 92789.59375 0
92310.3828125 92523.2578125 0
92270.453125 91475.9453125 0
96614.484375 91495.0234375 0
96609.7890625 91487.9765625 0
96579.96875 91497.1796875 0
96575.265625 91489.828125 0
96545.1484375 91498.2890625 0
96540.4375 91490.6328125 0
96518.625 91493.2109375 0
96505.328125 91490.3828125 0
96474.671875 91497.3359375 0
96737.4296875 91491.8671875 0
96716.9375 91498.0234375 0
92271.2265625 91711.328125 0
95982.3203125 91481.3125 0
92738.359375 89956.5859375 0
94494.453125 90889.8359375 0
93201.875 90547.9453125 0
94720.4140625 90881.9921875 0
95957.3671875 96748.4921875 0
94229.09375 90900.734375 0
96187.2109375 100335.09375 0
92881.4765625 92682.8046875 0
92492.8671875 92800.125 0
95672.09375 90052.3984375 0
93144.1015625 92678.1015625 0
93074.3046875 92666.6953125 0
94600.9375 90886.0234375 0
92750.3984375 92703.046875 0
93252.7109375 92734.921875 0
93382.1640625 92758.046875 0
93439.1484375 92692.2109375 0
93487.0859375 92781.9296875 0
93752.96875 93507.1171875 0
93693.34375 93515.1328125 0
93648.5234375 93509.2578125 0
93588.3046875 93515.6953125 0
93948.0234375 93515.5546875 0
93904.2890625 93513.4921875 0
93860.3828125 93510.8671875 0
94440.25 93200.4609375 0
94407.15625 93196.8359375 0
94047.96875 93531.3671875 0
92609.1484375 92758.8203125 0
94440.328125 93399.7421875 0
94438.671875 93359.0546875 0
94437.5703125 93318.53125 0
94768.0703125 92903.4609375 0
94838.1796875 92791.8125 0
94329.5859375 93275.21875 0
94615.28125 92180.359375 0
94528.46875 93519.3828125 0
94488.234375 93526.703125 0
94459.9375 93517.6796875 0
94419.3046875 93524.078125 0
94384.65625 93522.15625 0
93488.4296875 92906.234375 0
92273.5546875 92897.7109375 0
95736.8203125 89684.625 0
94705.78125 93520.328125 0
94973.9453125 93074.15625 0
94678.71875 93465.96875 0
95151.5078125 93081.1640625 0
95128.2421875 93079.4921875 0
95099.875 93086.2109375 0
95076.4140625 93084.0078125 0
94653.734375 92992.8984375 0
95360.34375 92945.1484375 0
95255.3203125 93072.1328125 0
94960.9296875 93207.9375 0
94833.53125 93282.328125 0
94168.84375 93435.6484375 0
95838.2578125 89679.984375 0
95849.5625 89676.09375 0
95867.1640625 89691.296875 0
95488 93028.3046875 0
95452.3515625 93068.3828125 0
95426.7890625 93080.015625 0
95408.34375 93072.7734375 0
95389.96875 93065.375 0
95363.9453125 93076.2734375 0
95937.5078125 89793.6171875 0
95618.3203125 93080.7578125 0
95597.078125 93085.109375 0
95578.5703125 93079.671875 0
95722.5859375 93077.0625 0
95410.390625 92802.4921875 0
93506.0703125 93007.625 0
95971.4921875 89680.5078125 0
95998.0859375 89706.8828125 0
96061.3671875 91589.828125 0
95833.6796875 93082.6953125 0
94772.5859375 93407.75 0
95944.9375 93074.796875 0
94231.09375 92468.515625 0
93674.1796875 92909.0390625 0
94488.3125 92275.1953125 0
93836.140625 92789.0234375 0
93789.203125 92794.7734375 0
93265.1015625 92841.9921875 0
94820.9140625 93531.2265625 0
94402.953125 92343.8984375 0
96077.671875 89877.1953125 0
96105.90625 89698.234375 0
94700.375 92659.0859375 0
93215.5234375 92938.46875 0
92394.546875 91548.65625 0
93372.0546875 92861.1796875 0
94258.734375 93380.0234375 0
94881.6640625 93441.1953125 0
94817.8515625 92522.3046875 0
92378.40625 92876.828125 0
94928.0625 92713.8125 0
94742.453125 93105.125 0
96075.8125 91727.28125 0
96071 91738.3046875 0
96075.828125 91808.484375 0
94746.015625 89825.859375 0
93615.7109375 93022.2734375 0
93292.2109375 93259.265625 0
92516.65625 90801.6328125 0
94868.1796875 92904.28125 0
94962.2734375 93323.125 0
94661.296875 92762.265625 0
95500.359375 92887.421875 0
94599.25 92875.046875 0
98022.6171875 96428.546875 0
94837.6640625 93069.296875 0
94821.0703125 93030.4375 0
93363.5625 93175.5625 0
95512.75 92788.1484375 0
93869.65625 89882.015625 0
94329.0234375 92423.8203125 0
92954.421875 90197.3125 0
93925.4375 92870.140625 0
93912.7734375 92857.8828125 0
94967.5078125 93529.9375 0
93441.5078125 93530.078125 0
93802.2265625 93118.546875 0
93893.359375 92973.875 0
94881.234375 90491.8828125 0
93706.7109375 93223.6640625 0
92410.7265625 92521.328125 0
93401.0078125 92971.203125 0
93226.3828125 90309.2421875 0
93753.359375 93331.328125 0
94163.609375 93536.140625 0
94278.5 93528.21875 0
94261.9765625 93514.78125 0
93903.4296875 93094.625 0
93216.5234375 93515.9296875 0
94523.2109375 92410.8515625 0
93542.5390625 93118.3828125 0
93288.5390625 93429.8359375 0
93522.7265625 89898.03125 0
94324.671875 90586.0078125 0
93510.5859375 93254.7578125 0
93337.875 93524.859375 0
93604.3515625 89982.765625 0
94416.0859375 90706.2421875 0
94239.734375 89960.46875 0
93902.3671875 93401.3125 0
93946.1796875 93254.9921875 0
93701 90028.09375 0
93186.546875 93044.5859375 0
94012.09375 93165.6484375 0
94009.078125 92935.234375 0
93795.796875 92693.875 0
93578.1640625 93385.8046875 0
93418.0234375 93295.03125 0
92397.75 92976.515625 0
93059.875 90338.453125 0
93470.765625 90284.0703125 0
93767.625 89914.875 0
93718.9453125 93011.5859375 0
92495.703125 92920.796875 0
93531.9296875 90408.28125 0
92403.84375 93082.3046875 0
93191.3671875 93154.65625 0
92589.25 92871.5546875 0
92414.2109375 93182.703125 0
93306.625 90554.5703125 0
93843.734375 90046.2265625 0
93871.1796875 90002.671875 0
94367.6640625 90163.1796875 0
96205.671875 89705.5859375 0
96441.1015625 89696.59375 0
96178.8203125 89928.65625 0
97210.96875 90113.2421875 0
97412.25 90086.8671875 0
96141.8828125 89797.0859375 0
96398.421875 90286.4921875 0
94423.640625 90043.9765625 0
96303.390625 89740.7734375 0
94495.953125 89954.5703125 0
96796.5703125 89925.2890625 0
98085.671875 92672.4453125 0
97085.3515625 90137.2578125 0
94599.9375 92280.390625 0
94598.6953125 92295.8984375 0
94950.171875 92816.5078125 0
96142.875 90429.859375 0
94804.8125 92669.9609375 0
95031.75 93415.875 0
95019.21875 93436.296875 0
97718.4609375 92611.3125 0
94181.2421875 93286.265625 0
94119.25 93113.3515625 0
94904.5859375 90944.890625 0
97805.5390625 89966.2109375 0
98272.4296875 92730.6328125 0
94707.734375 92531.25 0
94082.1875 93017.6015625 0
95637.5546875 92777.1484375 0
95084.1015625 90809.546875 0
98369.0234375 92781.3984375 0
94390.7109375 89908.9765625 0
95210.015625 90810.875 0
97262.2578125 90002.1796875 0
97902.859375 89940.1171875 0
98078.8046875 89880.0546875 0
94067.46875 93250.109375 0
97626.171875 94213.875 0
94503.0234375 90782.578125 0
95724.9296875 92853.609375 0
94046.734375 93422.4140625 0
97452.9609375 89914.28125 0
97358.3203125 89950.8359375 0
94692.9453125 92070.21875 0
94552.4296875 90680.8046875 0
93616.6484375 93269.4140625 0
97823.4453125 89863.1796875 0
96514.7109375 90216.3203125 0
96244.84375 89847.1875 0
97532.65625 94126.0703125 0
94287.8828125 90091.2265625 0
97718.75 94280.40625 0
96803.15625 90083.2265625 0
96833.171875 90098.125 0
96658.7421875 90241.921875 0
96588.0703125 90302.859375 0
96670.984375 90291.421875 0
96708.6796875 90301.84375 0
96977.1171875 90241.6640625 0
96960.1953125 90278.6328125 0
96952.109375 90311.4296875 0
96952.96875 90340.3046875 0
96935.0625 90433.359375 0
94030.6015625 92825.90625 0
94018.9140625 92825.484375 0
98065.71875 92383.5234375 0
97972.03125 89801.046875 0
97304.5234375 93960.7890625 0
93692.9140625 93108.8203125 0
93480.0078125 93435.8203125 0
95048.1875 93271.15625 0
97152.734375 89992.703125 0
93701.046875 92740.4296875 0
96634.2109375 90096.328125 0
95073.1015625 90666.7421875 0
94383.4296875 90455.8125 0
95099.140625 90568.8828125 0
94127.453125 89915.4140625 0
95022.8046875 92969.0703125 0
94987.625 90729.6328125 0
95010.734375 90486.015625 0
95607.625 92920.96875 0
95610.578125 89937.6796875 0
97923.71875 95554.78125 0
97857.15625 95351.21875 0
97835.8359375 95451.5390625 0
98191.6328125 92666.5078125 0
96189.6953125 93374.28125 0
94852.9921875 93179.0546875 0
97823.1171875 96209.0703125 0
97993.2265625 96578.5859375 0
97882.71875 96299.6484375 0
98015.890625 97092.4375 0
98816.4375 100807.820312 0
98505.5546875 100621.15625 0
98039.875 101030.65625 0
98438.796875 100402.632812 0
96208.6015625 95755.4140625 0
98076.5546875 95741.4296875 0
97692.03125 100945.8125 0
96103.765625 97491.53125 0
96157.0390625 97188.953125 0
96139.609375 97324.703125 0
96382.1640625 101222.390625 0
96440.4296875 103300.523438 0
97303.046875 103520.148438 0
